prop_type,purpose,covered_area,price,location,beds,baths,amenities
Flat,For Sale,126 Sq. Yd.,20000000,"Jamshed Town, Karachi, Sindh",2 Beds,2 Baths,"Built in year: 2012
Parking Spaces: 2
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors in Building: 4
Service Elevators in Building
Other Main Features
Furnished,,,,,,"
Lower Portion,For Sale,144 Sq. Yd.,35500000,"Jamshed Town, Karachi, Sindh",3 Beds,3 Baths,"Parking Spaces
Central Air Conditioning
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features,Bedrooms: 4
Bathrooms: 4
Drawing Room
Dining Room
Kitchens: 2
Study Room,,,,,"
House,For Sale,400 Sq. Yd.,250000000,"KDA Scheme 1, Karachi, Sindh",5 Beds,6 Baths,"Built in year: 1
Parking Spaces: 2
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features
Furnished,Bedrooms: 5
Bathrooms: 6
Servant Quarters: 2,,,,,"
Upper Portion,For Sale,178 Sq. Yd.,30000000,"Jamshed Town, Karachi, Sindh",3 Beds,3 Baths,"Built in year: 2022
Parking Spaces: 3
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features
Furnished,Bedrooms: 3
Bathrooms: 3
Servant Quarters: 1,,,,,"
Upper Portion,For Sale,61 Sq. Yd.,6700000,"Jamshed Town, Karachi, Sindh",2 Beds,2 Baths,"Built in year
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 1
Other Main Features
Furnished,Bedrooms: 5
Bathrooms: 6
Servant Quarters: 1,,,,,"
Flat,For Sale,167 Sq. Yd.,26000000,"Jamshed Town, Karachi, Sindh",3 Beds,3 Baths,"Built in year: 2024
Parking Spaces: 2
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Other Main Features
Furnished,Bedrooms: 5
Bathrooms: 6
Servant Quarters: 1,,,,,"
House,For Sale,375 Sq. Yd.,68500000,"Cantt, Karachi, Sindh",5 Beds,5 Baths,"Built in year: 2024
Parking Spaces: 04
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors
Other Main Features,Bedrooms: 5
Bathrooms: 5
Servant Quarters: 1,,,,,"
House,For Sale,530 Sq. Yd.,54000000,"Bahria Town Karachi, Karachi, Sindh",6 Beds,6 Baths,"Built in year: 2025
Parking Spaces: 4
Double Glazed Windows
Central Air Conditioning
Flooring
Electricity Backup
Waste Disposal
Floors: 2,Bedrooms: 6
Bathrooms: 7
Servant Quarters: 1
Drawing Room
Dining Room
Kitchens: 2,,,,,"
House,For Sale,125 Sq. Yd.,12500000,"Bahria Town Karachi, Karachi, Sindh",3 Beds,3 Baths,"Built in year: 2010
Parking Spaces: 4
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Floors: 2
Other Main Features
Furnished,Bedrooms: 5
Bathrooms: 6
Servant Quarters: 2,,,,,"
House,For Sale,125 Sq. Yd.,11500000,"Bahria Town Karachi, Karachi, Sindh",3 Beds,3 Baths,"Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Furnished,Bedrooms: 3
Bathrooms: 3
Servant Quarters: 2
Drawing Room
Dining Room
Kitchens,,,,,"
Flat,For Sale,200 Sq. Yd.,26500000,"Naya Nazimabad, Karachi, Sindh",3 Beds,3 Baths,"Built in year
Parking Spaces
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor
Floors in Building
Elevators
Service Elevators in Building
Other Main Features
Furnished,,,,,,"
House,For Sale,120 Sq. Yd.,12300000,"Karachi Motorway, Karachi, Sindh",3 Beds,3 Baths,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Nearby Public Transport Service
Other Nearby Places,Security Staff
Other Facilities"
Flat,For Sale,106 Sq. Yd.,7200000,"Bahria Town Karachi, Karachi, Sindh",2 Beds,2 Baths,"Built in year: 2025
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Other Main Features
Furnished,Bedrooms: 2
Bathrooms: 2
Servant Quarters: 1,,,,,"
House,For Sale,375 Sq. Yd.,71000000,"Cantt, Karachi, Sindh",5 Beds,6 Baths,"Built in year: 2023
Parking Spaces
Double Glazed Windows
Flooring
Electricity Backup
Floors: 1
Other Main Features,Bedrooms: 5
Bathrooms: 6
Servant Quarters
Drawing Room
Dining Room
Kitchens: 1,,,,,"
Upper Portion,For Sale,240 Sq. Yd.,29000000,"Gulshan-e-Iqbal Town, Karachi, Sindh",3 Beds,3 Baths,"Built in year: 2024
Parking Spaces: 2
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring,Bathrooms: 6
Servant Quarters: 1
Drawing Room
Kitchens: 2
Study Room
Prayer Room
Powder Room
Gym,,,,"
Flat,For Sale,311 Sq. Yd.,46000000,"Cantt, Karachi, Sindh",4 Beds,5 Baths,"Built in year: 2024
Parking Spaces
Lobby in Building
Double Glazed Windows
Flooring
Electricity Backup
Waste Disposal
Floor
Floors in Building: 11
Elevators: 2
Other Main Features,Bedrooms: 3
Bathrooms: 5
Servant Quarters: 1,,,,,"
Flat,For Sale,237 Sq. Yd.,32500000,"Gulshan-e-Iqbal Town, Karachi, Sindh",4 Beds,4 Baths,"Parking Spaces
Lobby in Building
Double Glazed Windows
Flooring
Electricity Backup
Waste Disposal
Floor
Elevators
Other Main Features,Bedrooms: 4
Bathrooms: 4
Drawing Room
Dining Room
Kitchens
Study Room,,,,"
Flat,For Sale,590 Sq. Yd.,410000000,"Civil Lines, Karachi, Sindh",4 Beds,4 Baths,"Built in year
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Other Main Features
Furnished,Bedrooms
Bathrooms
Servant Quarters,,,,,"
Flat,For Sale,182 Sq. Yd.,66500000,"DHA Defence, Karachi, Sindh",2 Beds,3 Baths,"Built in year: 2023
Parking Spaces: 1
Lobby in Building
Central Air Conditioning
Flooring
Floors in Building: 25
Elevators: 3,Bedrooms: 2
Bathrooms: 3
Servant Quarters: 1
Dining Room
Kitchens: 2
Store Rooms: 1,,,,"
Flat,For Sale,122 Sq. Yd.,17500000,"North Nazimabad, Karachi, Sindh",3 Beds,2 Baths,"Built in year: 2023
Parking Spaces
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor: 6
Floors in Building: 8
Elevators: 2
Service Elevators in Building
Other Main Features
Furnished,,,,,,"
Flat,For Sale,284 Sq. Yd.,72500000,"DHA Defence, Karachi, Sindh",3 Beds,4 Baths,"Built in year: 2022
Parking Spaces: 2
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Waste Disposal
Floors in Building: 23
Elevators: 3
Service Elevators in Building,Bedrooms: 3
Bathrooms: 4
Servant Quarters: 1,,,,,"
Flat,For Sale,128 Sq. Yd.,25000000,"DHA Defence, Karachi, Sindh",3 Beds,4 Baths,"Built in year: 2025
Parking Spaces: 1
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor
Floors in Building: 4
Other Main Features
Furnished,Bedrooms: 3
Bathrooms: 4
Servant Quarters: 1,,,,,"
House,For Sale,120 Sq. Yd.,25000000,"Scheme 33, Karachi, Sindh",4 Beds,6 Baths,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Other Nearby Places"
Upper Portion,For Sale,133 Sq. Yd.,13500000,"Jamshed Town, Karachi, Sindh",3 Beds,3 Baths,"Bedrooms: 2
Drawing Room
Kitchens: 1
Gym,Broadband Internet Access,Swimming Pool
Jacuzzi,,"
Upper Portion,For Sale,111 Sq. Yd.,23500000,"Jamshed Town, Karachi, Sindh",3 Beds,2 Baths,"Built in year: 2000
Parking Spaces: 1
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Other Main Features,Bedrooms: 3
Bathrooms: 3
Drawing Room
Dining Room
Kitchens: 1
Study Room,,,,,"
Flat,For Sale,111 Sq. Yd.,13500000,"Jamshed Town, Karachi, Sindh",2 Beds,2 Baths,"Built in year: 2022
Parking Spaces: 1
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor
Floors in Building: 6
Elevators: 3
Service Elevators in Building
Other Main Features
Furnished,,,,,,"
Flat,For Sale,133 Sq. Yd.,32599999,"Cantt, Karachi, Sindh",3 Beds,3 Baths,"Parking Spaces
Double Glazed Windows
Flooring
Electricity Backup
Floor
Floors in Building: 9
Elevators
Other Main Features,Bedrooms: 3
Bathrooms: 3
Drawing Room
Dining Room
Kitchens: 1
Study Room,,,,"
Flat,For Sale,116 Sq. Yd.,12500000,"Kashmir Colony, Karachi, Sindh",2 Beds,3 Baths,"Built in year: 2025
Parking Spaces
Lobby in Building
Flooring
Electricity Backup
Waste Disposal
Floor
Floors in Building: 5
Elevators
Other Main Features"
Flat,For Sale,244 Sq. Yd.,59000000,"DHA Defence, Karachi, Sindh",3 Beds,4 Baths,"Built in year
Parking Spaces
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor
Floors in Building
Elevators
Service Elevators in Building
Other Main Features
Furnished,,,,,,"
Flat,For Sale,200 Sq. Yd.,25000000,"Clifton, Karachi, Sindh",3 Beds,3 Baths,"Parking Spaces: 1
Flooring
Waste Disposal
Floor: 4
Floors in Building: 11
Elevators: 1
Service Elevators in Building
Other Main Features,Bedrooms: 3
Bathrooms: 3
Drawing Room
Dining Room
Kitchens: 1
Study Room,,,,"
Flat,For Sale,61 Sq. Yd.,6000000,"Gizri, Karachi, Sindh",2 Beds,2 Baths,"Built in year: 2024
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Other Main Features
Furnished,Bedrooms: 2
Bathrooms: 2
Servant Quarters,,,,,"
House,For Sale,500 Sq. Yd.,180000000,"DHA Defence, Karachi, Sindh",7 Beds,6 Baths,"Built in year: 2024
Parking Spaces: 3
Flooring
Electricity Backup
Floors: 3,Bedrooms: 6
Bathrooms: 6
Servant Quarters: 2
Drawing Room
Dining Room
Kitchens
Study Room
Prayer Room
Powder Room,,,"
Flat,For Sale,106 Sq. Yd.,5800000,"Bahria Town Karachi, Karachi, Sindh",2 Beds,2 Baths,"Furnished,Bedrooms: 2
Bathrooms: 2
Drawing Room
Dining Room
Kitchens
Study Room
Prayer Room
Powder Room,Broadband Internet Access,,"
House,For Sale,500 Sq. Yd.,240000000,"DHA Defence, Karachi, Sindh",7 Beds,7 Baths,"Built in year: 2015
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Floors
Other Main Features,Bedrooms: 7
Bathrooms: 8
Servant Quarters: 7
Drawing Room
Dining Room
Kitchens,,,,"
House,For Sale,500 Sq. Yd.,55000000,"Bahria Town Karachi, Karachi, Sindh",5 Beds,5 Baths,"Parking Spaces
Double Glazed Windows
Flooring
Electricity Backup,Bedrooms: 5
Bathrooms: 5
Servant Quarters: 1
Drawing Room
Dining Room
Kitchens: 2
Store Rooms: 1,,"
House,For Sale,200 Sq. Yd.,16500000,"Bahria Town Karachi, Karachi, Sindh",3 Beds,3 Baths,"Parking Spaces
Double Glazed Windows
Flooring
Electricity Backup,Bedrooms: 3
Bathrooms: 3
Servant Quarters: 1
Drawing Room
Dining Room
Kitchens: 1
Store Rooms: 1,,"
House,For Sale,550 Sq. Yd.,146000000,"Cantt, Karachi, Sindh",8 Beds,7 Baths,"Built in year: 2025
Parking Spaces
Central Air Conditioning
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features
Furnished,Bedrooms: 8
Bathrooms: 9
Servant Quarters: 1
Drawing Room
Dining Room
Kitchens: 2,,,,,"
Flat,For Sale,194 Sq. Yd.,26500000,"Naya Nazimabad, Karachi, Sindh",3 Beds,3 Baths,"Built in year: 2025
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Other Main Features,Bedrooms: 4
Bathrooms: 5
Servant Quarters
Drawing Room
Dining Room
Kitchens: 2,,,,,"
House,For Sale,400 Sq. Yd.,70000000,"Scheme 33, Karachi, Sindh",7 Beds,6 Baths,"Built in year: 2025
Parking Spaces: 1
Double Glazed Windows
Central Air Conditioning
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features
Furnished,Bedrooms: 3
Bathrooms: 3
Servant Quarters,,,,"
Flat,For Sale,106 Sq. Yd.,14000000,"Nazimabad, Karachi, Sindh",2 Beds,2 Baths,"Lobby in Building
Waste Disposal
Floor: 6
Service Elevators in Building,Bedrooms: 2
Bathrooms: 2
Drawing Room
Dining Room
Kitchens: 1
Lounge or Sitting Room
Laundry Room,,,"
Flat,For Sale,100 Sq. Yd.,15000000,"Nazimabad, Karachi, Sindh",2 Beds,2 Baths,"Parking Spaces: 2
Lobby in Building
Double Glazed Windows
Central Heating
Flooring
Waste Disposal
Floor: 12
Service Elevators in Building,Bedrooms: 2
Bathrooms: 2
Drawing Room
Dining Room
Kitchens: 1
Study Room,,,,"
Flat,For Sale,239 Sq. Yd.,32500000,"DHA Defence, Karachi, Sindh",3 Beds,3 Baths,"Parking Spaces
Lobby in Building
Double Glazed Windows
Flooring
Electricity Backup
Waste Disposal
Floor
Elevators
Other Main Features,Bedrooms: 3
Bathrooms: 3
Drawing Room
Dining Room
Kitchens
Study Room,,,,"
Flat,For Sale,195 Sq. Yd.,26500000,"DHA Defence, Karachi, Sindh",3 Beds,3 Baths,"Parking Spaces
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor
Elevators
Other Main Features,Bedrooms: 3
Bathrooms: 3
Servant Quarters: 1,,,,"
House,For Sale,120 Sq. Yd.,25000000,"Scheme 33, Karachi, Sindh",4 Beds,6 Baths,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Distance From Airport (kms)
Other Nearby Places"
Flat,For Sale,217 Sq. Yd.,26500000,"Jinnah Avenue, Karachi, Sindh",3 Beds,4 Baths,"Built in year: 2025
Parking Spaces
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor
Floors in Building
Elevators: 2
Service Elevators in Building
Other Main Features
Furnished,,,,"
Flat,For Sale,102 Sq. Yd.,8500000,"North Karachi, Karachi, Sindh",2 Beds,2 Baths,"Built in year: 1995
Parking Spaces
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor: 1
Floors in Building: 4
Service Elevators in Building
Other Main Features
Furnished,,,,,,"
Flat,For Sale,289 Sq. Yd.,33000000,"North Nazimabad, Karachi, Sindh",3 Beds,3 Baths,"Built in year: 2022
Parking Spaces
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor
Floors in Building: 22
Elevators: 4
Service Elevators in Building
Other Main Features
Furnished,,,,,"
House,For Sale,500 Sq. Yd.,105000000,"DHA Defence, Karachi, Sindh",5 Beds,5 Baths,"Built in year: 1995
Parking Spaces: 3
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Other Main Features
Furnished,Bedrooms: 5
Bathrooms: 5
Servant Quarters: 2,,,,,"
Flat,For Sale,116 Sq. Yd.,12500000,"Kashmir Colony, Karachi, Sindh",2 Beds,3 Baths,"Built in year: 2025
Parking Spaces
Lobby in Building
Flooring
Electricity Backup
Waste Disposal
Floor
Floors in Building: 5
Elevators
Other Main Features"
Flat,For Sale,244 Sq. Yd.,59000000,"DHA Defence, Karachi, Sindh",3 Beds,4 Baths,"Built in year
Parking Spaces
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor
Floors in Building
Elevators
Service Elevators in Building
Other Main Features
Furnished,,,,,,"
Flat,For Sale,200 Sq. Yd.,25000000,"Clifton, Karachi, Sindh",3 Beds,3 Baths,"Parking Spaces: 1
Flooring
Waste Disposal
Floor: 4
Floors in Building: 11
Elevators: 1
Service Elevators in Building
Other Main Features,Bedrooms: 3
Bathrooms: 3
Drawing Room
Dining Room
Kitchens: 1
Study Room,,,,"
Flat,For Sale,61 Sq. Yd.,6000000,"Gizri, Karachi, Sindh",2 Beds,2 Baths,"Built in year: 2024
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Other Main Features
Furnished,Bedrooms: 2
Bathrooms: 2
Servant Quarters,,,,,"
House,For Sale,300 Sq. Yd.,72500000,"Gulistan-e-Jauhar, Karachi, Sindh",8 Beds,6 Baths,"Built in year: 2008
Parking Spaces
Double Glazed Windows
Central Heating
Flooring
Electricity Backup
Floors
Other Main Features,Bedrooms
Bathrooms: 8
Servant Quarters: 1
Drawing Room
Dining Room
Kitchens: 3,,,,"
Flat,For Sale,344 Sq. Yd.,98000000,"DHA Defence, Karachi, Sindh",4 Beds,5 Baths,"Built in year: 2022
Parking Spaces: 2
Lobby in Building
Central Air Conditioning
Flooring
Electricity Backup
Floors in Building: 23
Elevators
Service Elevators in Building,Bedrooms: 4
Bathrooms: 5
Servant Quarters: 1
Dining Room
Kitchens: 1
Store Rooms: 1,,,,"
Flat,For Sale,139 Sq. Yd.,19500000,"Gulistan-e-Jauhar, Karachi, Sindh",3 Beds,3 Baths,"Built in year: 2022
Parking Spaces
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor
Floors in Building
Elevators
Service Elevators in Building
Other Main Features
Furnished,,,,,,"
Flat,For Sale,133 Sq. Yd.,16500000,"Gulistan-e-Jauhar, Karachi, Sindh",2 Beds,2 Baths,"Built in year: 2018
Parking Spaces: 1
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor: 2
Floors in Building: 8
Service Elevators in Building
Other Main Features
Furnished,,,,,,"
House,For Sale,666 Sq. Yd.,210000000,"DHA Defence, Karachi, Sindh",6 Beds,7 Baths,"Built in year
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors
Other Main Features
Furnished,Bedrooms
Bathrooms
Servant Quarters,,,,,"
House,For Sale,125 Sq. Yd.,12200000,"Bahria Town Karachi, Karachi, Sindh",3 Beds,3 Baths,"Built in year: 2025
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features,Bedrooms: 3
Bathrooms: 3
Servant Quarters: 1,,,,,"
House,For Sale,235 Sq. Yd.,12900000,"Bahria Town Karachi, Karachi, Sindh",3 Beds,3 Baths,"Built in year
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Other Main Features,Bedrooms: 3
Bathrooms: 3
Servant Quarters: 1
Drawing Room
Dining Room
Kitchens: 1,,,,"
Flat,For Sale,430 Sq. Yd.,72500000,"Clifton, Karachi, Sindh",4 Beds,4 Baths,"Built in year: 2029
Parking Spaces: 2
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors in Building: 34
Elevators: 5
Service Elevators in Building,Bedrooms: 4
Bathrooms: 4
Servant Quarters: 1,,,,,"
Flat,For Sale,132 Sq. Yd.,12000000,"Suparco Road, Karachi, Sindh",2 Beds,2 Baths,"Built in year: 2024
Parking Spaces
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor
Elevators
Other Main Features
Furnished,,,,,,"
Upper Portion,For Sale,150 Sq. Yd.,15500000,"Gulistan-e-Jauhar, Karachi, Sindh",4 Beds,4 Baths,"Built in year: 2025
Double Glazed Windows
Flooring
Electricity Backup
Floors: 1
Furnished,Bedrooms: 4
Bathrooms: 4
Dining Room
Kitchens: 1
Lounge or Sitting Room"
House,For Sale,240 Sq. Yd.,49500000,"Gulistan-e-Jauhar, Karachi, Sindh",6 Beds,6 Baths,"Built in year: 2
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Floors: 2
Furnished,Bedrooms: 6
Bathrooms: 6
Drawing Room
Dining Room
Kitchens: 2
Powder Room,,,,"
House,For Sale,240 Sq. Yd.,59800000,"Gulistan-e-Jauhar, Karachi, Sindh",3 Beds,3 Baths,"Nearby Schools
Nearby Hospitals
Nearby Shopping Malls
Nearby Restaurants
Nearby Public Transport Service
Other Nearby Places"
House,For Sale,120 Sq. Yd.,23500000,"Scheme 33, Karachi, Sindh",4 Beds,6 Baths,"Built in year: 2025
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors
Other Main Features
Furnished,Bedrooms: 5
Bathrooms: 6
Servant Quarters: 2,,,,,"
House,For Sale,200 Sq. Yd.,35000000,"Scheme 33, Karachi, Sindh",5 Beds,6 Baths,"Double Glazed Windows
Central Air Conditioning
Central Heating
Waste Disposal
Furnished,Bedrooms: 5
Bathrooms: 6
Drawing Room
Dining Room
Study Room
Prayer Room
Powder Room
Gym
Steam Room,,,,"
Flat,For Sale,277 Sq. Yd.,37500000,"DHA Defence, Karachi, Sindh",4 Beds,4 Baths,"Parking Spaces
Lobby in Building
Double Glazed Windows
Flooring
Electricity Backup
Waste Disposal
Floor
Elevators
Other Main Features,Bedrooms: 4
Bathrooms: 4
Drawing Room
Dining Room
Kitchens
Study Room,,,,"
Flat,For Sale,239 Sq. Yd.,32500000,"DHA Defence, Karachi, Sindh",3 Beds,3 Baths,"Parking Spaces
Lobby in Building
Double Glazed Windows
Flooring
Electricity Backup
Waste Disposal
Floor
Elevators
Other Main Features,Bedrooms: 3
Bathrooms: 3
Drawing Room
Dining Room
Kitchens
Study Room,,,,"
Flat,For Sale,102 Sq. Yd.,8500000,"North Karachi, Karachi, Sindh",2 Beds,2 Baths,"Built in year: 1995
Parking Spaces
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor: 1
Floors in Building: 4
Service Elevators in Building
Other Main Features
Furnished,,,,,,"
Flat,For Sale,289 Sq. Yd.,33000000,"North Nazimabad, Karachi, Sindh",3 Beds,3 Baths,"Built in year: 2022
Parking Spaces
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor
Floors in Building: 22
Elevators: 4
Service Elevators in Building
Other Main Features
Furnished,,,,,"
House,For Sale,500 Sq. Yd.,105000000,"DHA Defence, Karachi, Sindh",5 Beds,5 Baths,"Built in year: 1995
Parking Spaces: 3
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Other Main Features
Furnished,Bedrooms: 5
Bathrooms: 5
Servant Quarters: 2,,,,,"
House,For Sale,375 Sq. Yd.,65500000,"Cantt, Karachi, Sindh",5 Beds,5 Baths,"Built in year: 2010
Parking Spaces: 2
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features,Bedrooms: 5
Bathrooms: 5
Servant Quarters: 1,,,,,"
Flat,For Sale,356 Sq. Yd.,15700000,"Cantt, Karachi, Sindh",3 Beds,3 Baths,"Built in year: 2025
Parking Spaces: 1
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors in Building
Elevators
Service Elevators in Building
Other Main Features
Furnished,,,,,,"
House,For Sale,300 Sq. Yd.,130000000,"DHA Defence, Karachi, Sindh",6 Beds,6 Baths,"Built in year: 2020
Parking Spaces: 1
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features,Bedrooms: 6
Bathrooms: 7
Drawing Room,,"
House,For Sale,180 Sq. Yd.,32000000,"Gulistan-e-Jauhar, Karachi, Sindh",4 Beds,4 Baths,"Parking Spaces: 1
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features,Bedrooms: 4
Bathrooms: 4
Servant Quarters: 1
Drawing Room
Dining Room
Kitchens: 2,,,,,"
House,For Sale,135 Sq. Yd.,36500000,"Gulistan-e-Jauhar, Karachi, Sindh",4 Beds,4 Baths,"Built in year
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors
Other Main Features
Furnished,Bedrooms
Bathrooms: 4
Servant Quarters: 3,,,,,"
House,For Sale,350 Sq. Yd.,92500000,"Gulshan-e-Iqbal Town, Karachi, Sindh",7 Beds,6 Baths,"Built in year
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors
Other Main Features
Furnished,Bedrooms: 7
Bathrooms: 6
Servant Quarters,,,,,"
Flat,For Sale,300 Sq. Yd.,31500000,"Gulistan-e-Jauhar, Karachi, Sindh",4 Beds,4 Baths,"Built in year: 2012
Parking Spaces
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor
Floors in Building
Elevators
Other Main Features
Furnished,,,,,,"
House,For Sale,500 Sq. Yd.,78000000,"DHA Defence, Karachi, Sindh",6 Beds,6 Baths,"Built in year: 2025
Parking Spaces
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors
Other Main Features
Furnished,Bedrooms: 1
Bathrooms: 1
Servant Quarters: 2,,,,,"
Flat,For Sale,167 Sq. Yd.,26500000,"Gulistan-e-Jauhar, Karachi, Sindh",3 Beds,4 Baths,"Built in year: 2020
Parking Spaces: 1
Double Glazed Windows
Central Air Conditioning
Flooring
Electricity Backup
Waste Disposal
Floor: 6
Floors in Building: 8
Elevators: 1,Bedrooms: 2
Bathrooms: 3
Servant Quarters: 1,,,,,"
Flat,For Sale,183 Sq. Yd.,17500000,"Scheme 33, Karachi, Sindh",3 Beds,4 Baths,"Built in year: 2022
Parking Spaces
Lobby in Building
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floor
Floors in Building
Elevators
Other Main Features
Furnished,,,,,"
House,For Sale,666 Sq. Yd.,400000000,"DHA Defence, Karachi, Sindh",7 Beds,-,"Built in year: 2025
Parking Spaces: 4
Double Glazed Windows
Central Air Conditioning
Central Heating
Flooring
Electricity Backup
Waste Disposal
Floors: 3
Other Main Features
Furnished,Bedrooms: 6
Bathrooms: 7
Servant Quarters: 2,,,,,"
House,For Sale,500 Sq. Yd.,200000000,"DHA Defence, Karachi, Sindh",6 Beds,6 Baths,"Built in year: 2025
Parking Spaces: 3
Double Glazed Windows
Flooring
Electricity Backup
Waste Disposal
Floors: 2
Other Main Features
Furnished,Bedrooms: 6
Bathrooms: 6
Servant Quarters: 2
Drawing Room
Dining Room
Kitchens,,,"
